PF Rating,Team,Pos,Player,Prop,L10 Avg,L10 Diff,L5 Avg,L5 Diff,Odds,Streak,Matchup,2023,2024,H2H,L5,L10,L20,L30
62.4,MIN,PG,Mike Conley,o9.5 PR,10.8,1.3,13.4,3.9,"'-120",0,22,57/75,32/57,2/3,3/5,5/10,11/20,17/30
80.3,CHA,C,Mark Williams,o0.5 Steals,0.7,0.2,1,0.5,"'-125",2,16,11/19,18/32,0/2,4/5,5/10,12/20,17/30
79.1,UTAH,SG,Johnny Juzang,o0.5 Ast,0.6,0.1,0.6,0.1,"'-230",0,22,13/19,27/48,0/1,2/5,5/10,10/20,16/30
22.4,BOS,SF,Jaylen Brown,o1.5 3PTM,1.3,"'-0.2",1,"'-0.5","'-140",0,7,43/70,30/55,9/19,2/5,5/10,11/20,14/30
63.4,MEM,SF,Jaylen Wells,o12.5 PR,12.9,0.4,9.8,"'-2.7","'-108",0,25,0/0,36/66,1/1,1/5,5/10,8/20,15/30
38,MIN,SG,Anthony Edwards,o29.5 PA,31.1,1.6,27.2,"'-2.3","'-110",1,8,48/78,35/64,1/5,2/5,5/10,13/20,20/30
44.5,SA,SG,Julian Champagnie,o4.5 RA,4.4,"'-0.1",3.4,"'-1.1","'-110",0,4,28/73,35/64,1/3,2/5,5/10,8/20,11/30
31.8,UTAH,SG,Collin Sexton,o1.5 3PTM,1.5,0,1,"'-0.5","'+106",0,1,38/78,28/51,2/5,2/5,5/10,10/20,16/30
54.5,SAC,PF,Keegan Murray,o19.5 PRA,19.7,0.2,16.8,"'-2.7","'-120",0,4,45/76,34/62,5/11,2/5,5/10,11/20,17/30
71.7,IND,SG,Andrew Nembhard,o9.5 Pts,9.6,0.1,10.2,0.7,"'-112",1,21,30/66,26/48,4/10,3/5,5/10,10/20,15/30
63.5,IND,SG,Andrew Nembhard,o12.5 PR,12.5,0,13.6,1.1,"'-121",1,23,25/66,26/48,3/10,3/5,5/10,10/20,15/30
64.2,ATL,SF,Zaccharie Risacher,o14.5 PR,16.8,2.3,15,0.5,"'-128",0,21,0/0,32/59,1/1,2/5,5/10,13/20,18/30
45.6,SAC,PG,Malik Monk,o20.5 PR,19.1,"'-1.4",18,"'-2.5","'-118",0,2,30/72,29/54,3/8,3/5,5/10,12/20,22/30
53.6,SAC,PG,Malik Monk,o9.5 RA,9.9,0.4,9.4,"'-0.1","'-102",1,2,24/72,29/54,2/8,2/5,5/10,13/20,20/30
25.9,BOS,SF,Jaylen Brown,o27.5 PA,27,"'-0.5",26.8,"'-0.7","'-120",0,10,31/70,29/55,7/19,3/5,5/10,10/20,14/30
46.1,MIA,SG,Tyler Herro,o27.5 PR,28.5,1,27.4,"'-0.1","'-108",1,11,19/41,33/62,6/13,3/5,5/10,10/20,15/30
65.3,IND,PF,Pascal Siakam,o23.5 PA,24.5,1,26.2,2.7,"'-110",1,9,45/79,34/64,7/11,3/5,5/10,12/20,18/30
78.7,LAC,SG,Bogdan Bogdanovic,o1.5 3PTM,2.2,0.7,1.8,0.3,"'-175",1,27,67/78,20/38,0/0,2/5,5/10,7/20,14/30
65.3,CLE,SF,Max Strus,o0.5 Steals,0.6,0.1,0.4,"'-0.1","'-140",0,26,45/69,19/36,3/5,2/5,5/10,12/20,17/30
63.9,MEM,SF,Jaylen Wells,o14.5 PRA,15,0.5,11.4,"'-3.1","'-105",0,26,0/0,35/66,1/1,1/5,5/10,8/20,14/30
48.9,ORL,SG,Kentavious Caldwell-Pope,o1.5 Ast,1.7,0.2,1.8,0.3,"'+160",1,18,52/75,34/64,12/20,3/5,5/10,6/20,12/30
40.5,DEN,PF,Aaron Gordon,o4.5 Reb,4.6,0.1,4,"'-0.5","'-105",0,10,51/72,20/38,11/17,3/5,5/10,7/20,14/30
67.6,TOR,SF,RJ Barrett,o0.5 Steals,0.8,0.3,0.4,"'-0.1","'-155",0,30,28/58,27/51,1/4,2/5,5/10,11/20,17/30
76.7,UTAH,SG,Collin Sexton,o2.5 Reb,3.1,0.6,3,0.5,"'-130",2,19,43/78,27/51,2/5,2/5,5/10,14/20,18/30
55.7,SAC,PF,Keegan Murray,o13.5 PA,14.7,1.2,12,"'-1.5","'-110",0,7,46/76,33/62,6/11,2/5,5/10,11/20,17/30
33.5,PHX,PG,Devin Booker,o25.5 Pts,24.9,"'-0.6",24,"'-1.5","'-115",0,5,34/67,32/60,5/11,2/5,5/10,11/20,18/30
33.5,PHX,PG,Devin Booker,o29.5 PR,29.3,"'-0.2",29.2,"'-0.3","'-120",0,5,39/67,32/60,5/11,2/5,5/10,12/20,19/30
66.5,IND,PF,Pascal Siakam,o27.5 PR,28.8,1.3,29,1.5,"'-120",1,10,41/79,33/64,6/11,3/5,5/10,12/20,18/30
68.5,HOU,SG,Jalen Green,o0.5 Steals,0.9,0.4,1.2,0.7,"'-157",2,25,46/81,34/66,8/11,3/5,5/10,8/20,14/30
50.4,CLE,PF,Evan Mobley,o9.5 Reb,10.1,0.6,9.4,"'-0.1","'-110",0,18,25/49,30/58,4/4,2/5,5/10,11/20,16/30
63.3,MEM,SG,Desmond Bane,o19.5 Pts,20.6,1.1,19.8,0.3,"'-105",0,14,29/42,28/54,2/3,2/5,5/10,13/20,22/30
45.2,MEM,PG,Ja Morant,o11 RA,10.5,"'-0.5",11,0,"'-137",0,5,8/9,22/42,2/3,2/5,5/10,11/20,15/30
52.7,SA,C,Jeremy Sochan,o2.5 Ast,2.2,"'-0.3",2.2,"'-0.3","'-125",0,19,47/74,23/44,2/5,2/5,5/10,11/20,15/30
78.4,SAC,SF,DeMar DeRozan,o21.5 Pts,23.4,1.9,24.4,2.9,"'-120",1,15,45/78,31/60,4/6,4/5,5/10,9/20,16/30
75.9,SAC,SF,DeMar DeRozan,o25.5 PR,28.3,2.8,30,4.5,"'-115",1,10,50/78,31/60,4/6,4/5,5/10,9/20,16/30
22.5,BOS,SF,Jaylen Brown,o23.5 Pts,22.4,"'-1.1",21.4,"'-2.1","'-110",0,8,33/70,28/55,8/19,2/5,5/10,10/20,14/30
71.2,LAC,PG,James Harden,o5.5 Reb,5.7,0.2,5.6,0.1,"'-115",1,12,27/72,32/63,2/3,2/5,5/10,9/20,13/30
59.9,DAL,SF,Klay Thompson,o3.5 Reb,3.6,0.1,3.8,0.3,"'-122",1,1,31/76,30/59,6/9,4/5,5/10,11/20,14/30
44.9,DAL,SF,Klay Thompson,o0.5 Steals,0.6,0.1,0.4,"'-0.1","'-109",0,12,37/76,30/59,4/9,2/5,5/10,8/20,13/30
34.3,ORL,SF,Franz Wagner,o5.5 Reb,5.1,"'-0.4",5.4,"'-0.1","'+102",3,15,33/71,24/47,2/3,3/5,5/10,11/20,15/30
43.6,MIN,PG,Mike Conley,o6.5 RA,6.2,"'-0.3",7,0.5,"'-118",0,7,58/75,29/57,2/3,2/5,5/10,12/20,15/30
78.3,ATL,PF,Mouhamed Gueye,o5.5 Pts,6.5,1,9,3.5,"'+100",3,17,0/5,9/18,0/0,4/5,5/10,10/20,10/25
78.7,ATL,PF,Mouhamed Gueye,o0.5 Ast,0.9,0.4,1.2,0.7,"'-125",3,21,2/5,9/18,0/0,4/5,5/10,9/20,11/25
77.8,ATL,PF,Mouhamed Gueye,o8.5 PR,9.4,0.9,13,4.5,"'-122",2,16,1/5,9/18,0/0,4/5,5/10,10/20,11/25
80.3,ATL,PF,Mouhamed Gueye,o6.5 PA,7.4,0.9,10.2,3.7,"'-105",3,21,0/5,9/18,0/0,4/5,5/10,10/20,10/25
61.5,HOU,PF,Dillon Brooks,o15.5 PA,17.7,2.2,20.2,4.7,"'-110",3,30,29/72,31/62,5/10,3/5,5/10,11/20,14/30
59.8,MEM,SG,Desmond Bane,o25.5 PR,28.6,3.1,28.4,2.9,"'-105",0,7,25/42,27/54,2/3,2/5,5/10,13/20,21/30
56.3,MEM,SF,Jaylen Wells,o1.5 3PTM,2.1,0.6,1,"'-0.5","'-135",0,12,0/0,33/66,1/1,1/5,5/10,7/20,14/30
56.3,SA,C,Bismack Biyombo,o5.5 Pts,6.7,1.2,7,1.5,"'-122",0,2,14/38,6/12,1/1,2/5,5/10,8/20,10/30
73.5,SA,C,Bismack Biyombo,o0.5 Steals,0.7,0.2,0.8,0.3,"'+105",1,29,11/38,6/12,0/1,3/5,5/10,7/20,9/30
67.8,SA,C,Bismack Biyombo,o6.5 PA,7.7,1.2,8,1.5,"'-115",0,5,15/38,6/12,1/1,2/5,5/10,6/20,8/30
46.2,SA,C,Jeremy Sochan,o6.5 Reb,6,"'-0.5",4.8,"'-1.7","'-115",1,8,35/74,22/44,3/5,2/5,5/10,8/20,14/30
59.6,DEN,PF,Aaron Gordon,o17.5 PR,19,1.5,22,4.5,"'-115",0,17,45/72,19/38,11/17,3/5,5/10,8/20,14/30
47.8,BOS,PG,Derrick White,o22 PR,23.8,1.8,25.4,3.4,"'-137",2,4,25/73,31/63,7/21,3/5,5/10,10/20,13/30
65.7,LAC,SG,Kris Dunn,o9.5 PR,11.2,1.7,8.4,"'-1.1","'-120",0,30,26/65,29/59,0/2,2/5,5/10,9/20,13/30
74,ATL,SF,Vit Krejci,o0.5 Steals,0.6,0.1,0.6,0.1,"'+120",1,16,10/21,20/41,1/2,3/5,5/10,12/20,16/30
42.2,DAL,PF,P.J. Washington,o1.5 3PTM,1.8,0.3,1.2,"'-0.3","'+150",0,4,33/73,23/47,4/8,2/5,5/10,9/20,16/30
42.7,HOU,PG,Fred VanVleet,o3.5 Reb,3.2,"'-0.3",2.4,"'-1.1","'-118",0,28,39/73,23/47,4/7,2/5,5/10,9/20,14/30
62.4,MEM,C,Zach Edey,o17.5 PRA,17.7,0.2,17.8,0.3,"'-137",0,8,0/0,25/51,0/1,3/5,5/10,10/20,12/30
32.2,BOS,SG,Jrue Holiday,o7.5 RA,7.3,"'-0.2",7,"'-0.5","'-115",0,27,52/69,24/50,15/17,2/5,5/10,10/20,14/30
61.1,MIA,SF,Andrew Wiggins,o2.5 Ast,3,0.5,3,0.5,"'-115",1,13,17/70,25/52,2/5,2/5,5/10,10/20,15/30
43.8,ORL,C,Wendell Carter Jr.,o9.5 RA,10,0.5,7.8,"'-1.7","'-115",0,22,26/54,26/54,1/2,1/5,5/10,10/20,15/30
60.1,ORL,PF,Paolo Banchero,o1.5 3PTM,2.2,0.7,2.8,1.3,"'-135",3,13,32/79,16/33,0/3,4/5,5/10,9/20,15/30
52.4,ORL,PG,Cole Anthony,o0.5 Steals,0.8,0.3,0.6,0.1,"'-220",0,2,45/80,29/60,3/4,3/5,5/10,13/20,20/30
57.3,CHA,PG,LaMelo Ball,o5.5 Reb,5.1,"'-0.4",5.6,0.1,"'-110",0,19,10/22,20/42,1/4,3/5,5/10,10/20,14/30
47.3,DEN,SF,Michael Porter Jr.,o0.5 Steals,0.5,0,0.4,"'-0.1","'-180",0,27,35/80,30/63,11/16,2/5,5/10,9/20,12/30
71.5,TOR,PG,Immanuel Quickley,o2.5 3PTM,3,0.5,3.4,0.9,"'-108",2,25,35/68,12/25,5/5,3/5,5/10,10/20,16/30
67.1,UTAH,SF,Lauri Markkanen,o0.5 Steals,0.7,0.2,0.8,0.3,"'-135",0,2,34/55,21/44,4/4,2/5,5/10,10/20,15/30
59,UTAH,SG,Johnny Juzang,o7.5 Pts,8.9,1.4,11.8,4.3,"'-130",0,3,10/19,23/48,0/1,3/5,5/10,11/20,15/30
33.1,PHX,PG,Devin Booker,o37.5 PRA,36.5,"'-1",35.4,"'-2.1","'-105",0,5,36/67,29/60,5/11,2/5,5/10,11/20,18/30
65.3,BOS,SF,Jaylen Brown,o4.5 Ast,4.6,0.1,5.4,0.9,"'+100",0,18,21/70,26/55,5/19,3/5,5/10,10/20,16/30
65.3,LAC,SG,Kris Dunn,o6.5 Pts,7.8,1.3,5.8,"'-0.7","'-110",0,30,27/65,28/59,0/2,2/5,5/10,7/20,12/30
68.1,HOU,PF,Dillon Brooks,o5.5 RA,6.8,1.3,5.6,0.1,"'-140",0,28,28/72,29/62,6/10,2/5,5/10,9/20,14/30
60.6,CLE,SF,De'Andre Hunter,o5.5 RA,6.1,0.6,6.8,1.3,"'-130",0,5,25/56,23/49,2/5,3/5,5/10,8/20,13/30
82.2,SA,PF,Harrison Barnes,o15.5 PR,15.7,0.2,19.2,3.7,"'-130",3,26,34/81,30/64,1/5,3/5,5/10,10/20,17/30
63.2,DEN,PG,Jamal Murray,o25.5 PA,28,2.5,28,2.5,"'-120",0,6,39/58,28/59,14/18,3/5,5/10,11/20,16/30
46.6,PHX,SF,Kevin Durant,o4.5 Ast,4.5,0,4.4,"'-0.1","'+105",0,28,43/74,25/53,1/5,3/5,5/10,10/20,16/30
69.5,PHX,SF,Kevin Durant,o10.5 RA,11.1,0.6,11.8,1.3,"'-110",0,23,45/74,25/53,1/5,3/5,5/10,7/20,13/30
52.5,BOS,PF,Jayson Tatum,o28.5 Pts,28.8,0.3,34,5.5,"'-106",3,9,30/74,28/61,8/21,4/5,5/10,8/20,11/30
39.2,IND,C,Thomas Bryant,o7.5 Pts,7,"'-0.5",6.8,"'-0.7","'-120",1,26,13/37,22/48,2/2,3/5,5/10,12/20,18/30
80.3,LAC,SG,Kris Dunn,o9.5 PA,11.9,2.4,10,0.5,"'-125",0,30,30/65,27/59,0/2,2/5,5/10,9/20,13/30
67.5,ATL,SF,Zaccharie Risacher,o4.5 RA,5.6,1.1,5,0.5,"'-115",0,29,0/0,27/59,1/1,2/5,5/10,10/20,16/30
50.3,MIN,C,Rudy Gobert,o0.5 Steals,0.9,0.4,0.6,0.1,"'-135",0,3,36/75,26/57,4/5,2/5,5/10,9/20,11/30
51.3,MIN,PF,Julius Randle,o0.5 Steals,0.9,0.4,0.6,0.1,"'-134",1,3,18/46,25/54,1/6,2/5,5/10,9/20,11/30
59.4,UTAH,C,Walker Kessler,o11.5 Pts,13,1.5,12.2,0.7,"'-112",0,6,11/64,23/50,4/5,2/5,5/10,10/20,13/30
42.3,MIA,C,Kel'el Ware,o8.5 PA,10.2,1.7,7.6,"'-0.9","'-125",0,9,0/0,21/47,1/1,1/5,5/10,10/20,17/30
32.7,IND,SF,Aaron Nesmith,o1.5 Ast,1.4,"'-0.1",1.4,"'-0.1","'-110",0,12,30/72,13/29,5/8,3/5,5/10,12/20,13/30
63.8,LAC,C,Ivica Zubac,o12.5 Reb,12.5,0,12.8,0.3,"'-135",1,13,10/68,29/64,2/4,3/5,5/10,10/20,15/30
54,LAC,C,Ivica Zubac,o15.5 RA,15.3,"'-0.2",15.6,0.1,"'-110",0,14,6/68,29/64,2/4,3/5,5/10,10/20,15/30
52.7,CLE,SF,De'Andre Hunter,o1.5 Ast,1.5,0,1.6,0.1,"'-120",3,10,26/56,22/49,3/5,3/5,5/10,10/20,15/30
34.9,UTAH,SG,Collin Sexton,o27.5 PRA,25.7,"'-1.8",25.6,"'-1.9","'-106",2,8,37/78,23/51,1/5,2/5,5/10,13/20,18/30
53.3,BOS,PF,Jayson Tatum,o34.5 PA,36.2,1.7,40.8,6.3,"'-125",3,10,27/74,27/61,7/21,4/5,5/10,9/20,11/30
43.3,IND,C,Myles Turner,o22.5 PR,22.7,0.2,20.8,"'-1.7","'-105",0,25,42/77,25/57,4/9,1/5,5/10,9/20,15/30
37.8,IND,C,Thomas Bryant,o8.5 PA,7.5,"'-1",7.2,"'-1.3","'-125",1,24,12/37,21/48,2/2,3/5,5/10,12/20,18/30
62.2,LAC,SF,Amir Coffey,o0.5 Steals,0.7,0.2,0.4,"'-0.1","'+110",0,28,31/69,28/64,1/3,1/5,5/10,6/20,13/30
67.9,ATL,PG,Trae Young,o24.5 Pts,25.6,1.1,26.6,2.1,"'-110",2,23,27/53,27/61,3/4,3/5,5/10,10/20,15/30
67.2,ATL,PG,Trae Young,o27.5 PR,28.7,1.2,30.2,2.7,"'-115",2,21,27/53,27/61,2/4,3/5,5/10,10/20,15/30
76,ATL,PF,Mouhamed Gueye,o0.5 3PTM,0.9,0.4,1.4,0.9,"'-145",2,18,1/5,8/18,0/0,3/5,5/10,9/20,10/25
61.3,ATL,SG,Dyson Daniels,o14.5 Pts,15.4,0.9,15.6,1.1,"'-100",0,8,2/60,27/61,0/6,3/5,5/10,10/20,15/30
28.6,MIN,C,Rudy Gobert,o1.5 Blocks,1.7,0.2,1,"'-0.5","'-125",0,15,51/75,25/57,2/5,1/5,5/10,10/20,16/30
73.7,SA,PF,Harrison Barnes,o17.5 PRA,17,"'-0.5",20.2,2.7,"'-120",3,29,29/81,28/64,1/5,3/5,5/10,9/20,15/30
66,DEN,PG,Russell Westbrook,o12.5 Pts,13.2,0.7,15.6,3.1,"'-113",2,6,25/68,26/59,5/7,4/5,5/10,10/20,16/30
68.8,TOR,PG,Immanuel Quickley,o18.5 Pts,20,1.5,22.2,3.7,"'-102",0,18,29/68,11/25,1/5,3/5,5/10,9/20,14/30
66.3,TOR,PG,Immanuel Quickley,o21.5 PR,24.5,3,26.6,5.1,"'-112",0,13,29/68,11/25,1/5,3/5,5/10,9/20,14/30
70.7,UTAH,C,Walker Kessler,o0.5 Steals,0.8,0.3,0.6,0.1,"'-134",1,7,24/64,22/50,2/5,2/5,5/10,11/20,16/30
69.1,UTAH,C,Walker Kessler,o14.5 RA,16.1,1.6,15.8,1.3,"'-130",1,27,3/64,22/50,2/5,2/5,5/10,10/20,16/30
48.2,SAC,PF,Keegan Murray,o1.5 Ast,1.2,"'-0.3",1,"'-0.5","'+105",1,15,36/76,27/62,4/11,2/5,5/10,8/20,13/30
52,MIA,PF,Bam Adebayo,o32.5 PRA,35.6,3.1,38.4,5.9,"'-105",0,12,44/70,27/63,12/21,3/5,5/10,12/20,14/30
50.8,LAC,PG,James Harden,o1.5 Steals,1.4,"'-0.1",1,"'-0.5","'-114",2,22,16/72,27/63,2/3,2/5,5/10,11/20,14/30
47.5,ATL,SG,Terance Mann,o3.5 Reb,3.4,"'-0.1",3.6,0.1,"'+110",0,2,28/74,22/51,0/0,3/5,5/10,8/20,11/30
58.6,CLE,SG,Sam Merrill,o10.5 PR,9.1,"'-1.4",10.8,0.3,"'-115",3,17,27/61,24/56,1/2,4/5,5/10,11/20,15/30
73.5,MEM,C,Brandon Clarke,o0.5 Blocks,0.8,0.3,1.2,0.7,"'-110",0,10,4/6,26/60,3/3,3/5,5/10,11/20,17/30
45.5,ORL,C,Wendell Carter Jr.,o7.5 Reb,8,0.5,6.2,"'-1.3","'+104",0,27,26/54,23/54,1/2,1/5,5/10,9/20,14/30
57,SA,SF,Devin Vassell,o21.5 PA,20.3,"'-1.2",23.8,2.3,"'-130",2,18,43/68,21/49,1/4,3/5,5/10,7/20,14/30
53.7,DEN,SG,Christian Braun,o0.5 Blocks,0.5,0,0.6,0.1,"'+100",0,7,29/81,28/65,5/17,3/5,5/10,9/20,12/30
62,UTAH,PG,Isaiah Collier,o19.5 PRA,20.5,1,21.6,2.1,"'-118",1,6,0/0,25/58,0/1,3/5,5/10,14/20,22/30
55,MIA,SF,Duncan Robinson,o0.5 Steals,0.6,0.1,0.6,0.1,"'+110",1,3,34/68,26/62,4/19,2/5,5/10,9/20,14/30
32.9,IND,PF,Pascal Siakam,o7.5 Reb,7.2,"'-0.3",6.2,"'-1.3","'+115",1,20,31/79,27/64,5/11,2/5,5/10,8/20,13/30
61.7,PHI,SG,Quentin Grimes,o4.5 Reb,4.6,0.1,4.6,0.1,"'-105",0,27,3/51,26/62,3/5,2/5,5/10,10/20,12/30
29.3,HOU,C,Alperen Sengun,o10.5 Reb,9.5,"'-1",7.6,"'-2.9","'+100",0,23,18/63,26/62,2/9,1/5,5/10,9/20,11/30
20.4,HOU,C,Alperen Sengun,o36.5 PRA,36.1,"'-0.4",34.2,"'-2.3","'-106",0,9,23/63,26/62,3/9,1/5,5/10,8/20,12/30
32.7,HOU,C,Alperen Sengun,o30.5 PR,30.9,0.4,27.8,"'-2.7","'-128",0,13,29/63,26/62,3/9,1/5,5/10,8/20,12/30
54.3,ORL,PF,Paolo Banchero,o30.5 PR,34.4,3.9,37.6,7.1,"'-128",1,29,28/79,14/33,0/3,3/5,5/10,8/20,13/30
51.8,ORL,PF,Paolo Banchero,o28.5 PA,32,3.5,33.8,5.3,"'-118",1,24,35/79,14/33,1/3,3/5,5/10,9/20,13/30
51.5,DEN,PF,Aaron Gordon,o2.5 Ast,4.1,1.6,1.8,"'-0.7","'+110",0,20,42/72,16/38,13/17,1/5,5/10,9/20,13/30
46.1,BOS,PG,Derrick White,o27.5 PRA,29,1.5,31.4,3.9,"'-105",2,4,27/73,26/63,6/21,3/5,5/10,9/20,12/30
46.4,BOS,PG,Derrick White,o22.5 PA,24.7,2.2,26.6,4.1,"'-110",2,4,29/73,26/63,7/21,3/5,5/10,9/20,12/30
54.1,BOS,PF,Jayson Tatum,o36.5 PR,38.9,2.4,44.8,8.3,"'-122",3,13,30/74,25/61,7/21,4/5,5/10,8/20,9/30
43.1,IND,SF,Aaron Nesmith,o5.5 RA,5.8,0.3,5,"'-0.5","'-135",0,25,31/72,12/29,6/8,1/5,5/10,10/20,13/30
47.5,PHI,PF,Justin Edwards,o3.5 Reb,2.9,"'-0.6",3.2,"'-0.3","'-110",0,23,0/0,13/32,0/1,3/5,5/10,10/20,13/30
77.5,LAC,SG,Kris Dunn,o6.5 RA,7.5,1,6.8,0.3,"'-105",0,25,33/65,24/59,0/2,2/5,5/10,11/20,15/30
49.5,DAL,SF,Klay Thompson,o3.5 3PTM,3.6,0.1,3.8,0.3,"'+130",0,14,34/76,24/59,7/9,2/5,5/10,10/20,12/30
44.4,SA,PG,Chris Paul,o1.5 Steals,1.3,"'-0.2",1.4,"'-0.1","'+138",1,23,23/57,26/64,1/4,3/5,5/10,10/20,11/30
54,PHX,C,Nick Richards,o8.5 Reb,9.1,0.6,8.2,"'-0.3","'-110",2,7,30/67,19/46,3/4,2/5,5/10,10/20,14/30
53,PHX,C,Nick Richards,o9.5 RA,9.9,0.4,9,"'-0.5","'-105",1,5,30/67,19/46,3/4,2/5,5/10,9/20,13/30
31.4,MIN,SF,Jaden McDaniels,o1.5 3PTM,1.5,0,1.8,0.3,"'+124",2,2,25/71,27/67,2/5,3/5,5/10,10/20,15/30
71.8,CHA,SF,DaQuan Jeffries,o0.5 Blocks,0.7,0.2,1,0.5,"'+105",2,4,1/15,12/30,1/2,3/5,5/10,8/20,12/30
69.4,UTAH,SG,Johnny Juzang,o3.5 Reb,3.6,0.1,4.8,1.3,"'-115",2,19,3/19,19/48,0/1,4/5,5/10,10/20,14/30
63.5,UTAH,PG,Isaiah Collier,o16.5 PA,17.2,0.7,17.8,1.3,"'-109",1,9,0/0,23/58,0/1,3/5,5/10,14/20,21/30
65,LAC,SG,Kris Dunn,o13.5 PRA,15.3,1.8,12.6,"'-0.9","'+100",0,30,23/65,23/59,0/2,2/5,5/10,9/20,12/30
63.9,LAC,C,Ivica Zubac,o31.5 PR,32.7,1.2,33.8,2.3,"'-104",1,15,7/68,25/64,2/4,3/5,5/10,9/20,14/30
73,ATL,SF,Zaccharie Risacher,o0.5 Blocks,0.7,0.2,0.8,0.3,"'+195",1,14,0/0,23/59,0/1,3/5,5/10,7/20,9/30
56.1,DAL,SF,Klay Thompson,o2.5 Ast,2.7,0.2,3.8,1.3,"'+124",3,17,30/76,23/59,3/9,4/5,5/10,10/20,14/30
53.9,DAL,SF,Klay Thompson,o19.5 PR,21.3,1.8,25.2,5.7,"'-125",0,16,44/76,23/59,7/9,3/5,5/10,10/20,11/30
37.4,DAL,SF,Klay Thompson,o6.5 RA,6.3,"'-0.2",7.6,1.1,"'+120",1,3,26/76,23/59,4/9,3/5,5/10,10/20,14/30
65.7,CLE,SF,Max Strus,o14.5 PR,14.6,0.1,14.8,0.3,"'-130",2,20,40/69,14/36,2/5,2/5,5/10,11/20,13/30
61.2,MEM,SG,Desmond Bane,o0.5 Blocks,0.6,0.1,1,0.5,"'+175",2,4,16/42,21/54,1/3,4/5,5/10,8/20,12/30
15.9,ORL,SG,Kentavious Caldwell-Pope,o0.5 Blocks,0.5,0,0.4,"'-0.1","'+180",1,6,29/75,25/64,9/20,2/5,5/10,5/20,8/30
50.8,PHX,SG,Bradley Beal,o3.5 Reb,3.7,0.2,2,"'-1.5","'+118",0,7,34/52,18/46,2/6,1/5,5/10,7/20,10/30
57.5,PHI,PF,Justin Edwards,o1.5 Ast,1.4,"'-0.1",1.6,0.1,"'+100",1,13,0/0,12/32,0/1,3/5,5/10,10/20,12/30
66.3,CHA,C,Mark Williams,o10.5 Reb,10.4,"'-0.1",11.4,0.9,"'-135",1,17,7/19,12/32,0/2,3/5,5/10,11/20,12/30
65.7,SA,PF,Keldon Johnson,o1.5 Ast,1.7,0.2,1.2,"'-0.3","'-180",1,29,46/69,23/61,3/5,2/5,5/10,10/20,11/30
77.9,MEM,C,Brandon Clarke,o5.5 Reb,6,0.5,7,1.5,"'-130",0,20,3/6,22/60,1/3,3/5,5/10,8/20,10/30
53.7,ORL,C,Wendell Carter Jr.,o0.5 3PTM,0.6,0.1,0.6,0.1,"'-110",0,11,37/54,20/54,1/2,2/5,5/10,8/20,12/30
27.8,MIN,PF,Julius Randle,o1.5 3PTM,1.3,"'-0.2",1.4,"'-0.1","'+105",2,6,25/46,20/54,4/6,3/5,5/10,5/20,10/30
55.2,SA,SF,Devin Vassell,o26.5 PRA,25.6,"'-0.9",30,3.5,"'-115",2,16,40/68,18/49,1/4,3/5,5/10,7/20,13/30
54.2,SA,SF,Devin Vassell,o22.5 PR,22.2,"'-0.3",26.2,3.7,"'-125",2,14,39/68,18/49,0/4,3/5,5/10,7/20,13/30
64.5,UTAH,SG,Collin Sexton,o7.5 RA,8.1,0.6,8.8,1.3,"'-115",2,19,42/78,19/51,1/5,2/5,5/10,11/20,16/30
64.3,ATL,C,Onyeka Okongwu,o0.5 3PTM,0.8,0.3,0.8,0.3,"'+145",2,1,17/55,21/59,1/4,2/5,5/10,8/20,12/30
45.2,HOU,F,Tari Eason,o1.5 Ast,2.1,0.6,2.4,0.9,"'+120",0,2,9/22,16/44,1/7,3/5,5/10,9/20,11/30
56.3,ATL,SG,Terance Mann,o5.5 RA,6,0.5,6.4,0.9,"'-115",0,1,24/74,18/51,0/0,3/5,5/10,7/20,10/30
36.4,HOU,C,Alperen Sengun,o5.5 Ast,5.2,"'-0.3",6.4,0.9,"'+122",1,2,26/63,22/62,2/9,4/5,5/10,7/20,10/30
66.3,ATL,PF,Georges Niang,o12.5 PA,15.5,3,16,3.5,"'-120",2,21,28/81,22/64,0/4,3/5,5/10,10/20,12/30
57.3,ATL,C,Onyeka Okongwu,o9.5 Reb,10.4,0.9,10.6,1.1,"'-109",1,3,10/55,20/59,0/4,3/5,5/10,9/20,14/30
57.7,HOU,F,Tari Eason,o13.5 Pts,14,0.5,13.8,0.3,"'-112",1,27,5/22,15/44,1/7,3/5,5/10,7/20,10/30
56.7,HOU,F,Tari Eason,o15.5 PA,16.1,0.6,16.2,0.7,"'-105",1,25,5/22,15/44,1/7,3/5,5/10,7/20,10/30
58.5,CHA,C,Mark Williams,o1.5 Blocks,1.3,"'-0.2",1.8,0.3,"'+170",2,20,6/19,11/32,1/2,4/5,5/10,9/20,11/30
64,ATL,PF,Georges Niang,o11.5 Pts,13.5,2,13.6,2.1,"'-105",2,17,28/81,21/64,0/4,3/5,5/10,10/20,11/30
39.5,MEM,C,Brandon Clarke,o1.5 Ast,1.4,"'-0.1",1.2,"'-0.3","'+160",0,18,3/6,20/60,0/3,2/5,5/10,8/20,10/30
42.7,ORL,PG,Cole Anthony,o1.5 3PTM,1.8,0.3,1.8,0.3,"'+120",0,11,27/80,20/60,1/4,2/5,5/10,9/20,15/30
